"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"AIM/Enduse[Japan]","NDC&2050-50%","Japan","Secondary Energy|Liquids|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-50%","Japan","Additional Total Energy System Cost per GDP","",0,0,0.00230714997486832,0.00678804037474425,0.00174070805456198,0.0105374146676209,0.00939529671097262,0.00267754000154036,0.0106899052695337,0.0119813363325544
"AIM/Enduse[Japan]","NDC&2050-50%","Japan","Relative Carbon Price","",NA,NA,NA,1,1,1,1,1,1,1
"AIM/Enduse[Japan]","NDC&2050-50%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0,0,-0.000248541638504029,-0.0192156158404655,-0.0493666092070604,-0.142070246636843,-0.253892088555966,-0.306337477363311,-0.403311185493298,-0.478547225394026
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,0,0,25.0000000979,49.9999964195,100.00000832506,150.0000019459
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1273.90104850802,1184.24394543609,1237.87513290714,1125.51215638831,1063.21322364753,972.13744096141,800.27859320711,655.36645400778,535.59554814212,436.21749115241
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",800.550594428508,704.194265653537,649.450725497046,639.115996811659,618.520916405231,583.352620320296,505.664607622707,437.181964939776,358.701384344178,283.00429699584
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Agriculture","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Commercial","Mt CO2/yr",109.061257829154,73.8507338004832,91.9935526818085,87.2694539535046,83.5331164963659,79.0022374487756,69.6809136165111,58.5669635101982,48.4995970761983,32.0750979370257
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",389.602765101777,352.331741262571,295.703043776063,294.223547194114,286.880993123766,282.695599980657,247.203003472395,218.330703813777,174.950879539476,135.506930721558
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential","Mt CO2/yr",69.6137799975603,62.883340161971,53.0009038417747,48.2764888570132,41.4371859433146,31.9031948020114,23.020208947157,16.1021742753946,10.5701312063337,5.74965823464385
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",178.675037826714,136.734073962454,144.994456523583,135.545942810518,124.970302439681,110.905432250787,92.7011225636682,74.6691377855928,59.0697282825319,37.8247561716696
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",232.272791500018,215.128450428512,208.7532251974,209.346506807028,206.669620841785,189.751588088852,165.760481586643,144.182123340406,124.68077652217,109.672610102613
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",418.468592488547,434.564066052254,542.427921021344,441.630955656171,401.048821215979,346.270877369544,256.403444758223,185.424059486254,149.401617361722,130.9123660188
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",373.482855073089,376.12814760577,484.2929232,386.6788467,349.512294,296.8529854,211.9093822,147.8207945,117.97991731514,103.5542760282
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Energy Service|Industry|Cement Production","Mt/yr",73.931,56.05100001,60.7915625,59.05437499,57.3171875,55.58000001,52.92114643,50.83351798,49.0608278,47.41635056
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Energy Service|Industry|Crude Steel Production","Mt/yr",112.717676,110.79286001,110.47834031,113.65222688,116.82611343,119.99999999,111.24999998,102.49999999,93.75000001,85
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy","EJ/yr",15.5044165580602,14.5492661819248,13.8767965699166,13.7199883589686,13.4445640580987,12.9236957508315,11.9822122313408,11.1226645441531,10.5552080205247,9.95912358536897
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Commercial","EJ/yr",2.87679143923966,2.483850775118,2.43133206538799,2.38141499366636,2.34762306369183,2.30247801375316,2.17292604723072,2.03802398853499,1.9801559011406,1.87150290940033
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Electricity","EJ/yr",3.64061209681175,3.7058007207631,3.62633269954654,3.65912025310796,3.66931660427994,3.66416311110136,3.67041453641862,3.74551395975213,3.92796073915426,4.0684676566197
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Gases","EJ/yr",1.08978046329951,1.23824425146565,1.00883839718848,0.992959283629637,0.951609965616807,0.931520780012204,0.835501727096324,0.720660613260461,0.592021837094909,0.463894811189837
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Geothermal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Heat","EJ/yr",0.30994079942297,0.160566061201851,0.123837846175478,0.0978089218431674,0.0629012620306012,0.0443786363021812,0.0166168585570882,0.00650306677582332,0.00271982894314968,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Hydrogen","EJ/yr",0,0,0,0,0.0004080893889168,0.00134770594490064,0.0107272894292003,0.0238461084407189,0.0513129223669028,0.0747903977390063
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Industry","EJ/yr",7.1560405908611,6.85642923815247,6.55527122159828,6.50242771977341,6.39854214339876,6.31439233471353,5.90105891878019,5.47214953032684,5.18953720929253,4.9248079961734
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Liquids","EJ/yr",8.19429442905104,7.16154372327626,6.68578463239921,6.50597738232526,6.25975811695734,5.76290268186461,5.15927622112391,4.5924658171744,4.11206394635513,3.64200988369728
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Other","EJ/yr",0.227764586790946,0.374443704851318,0.482021802729795,0.491120819824024,0.517758315676518,0.523430437081697,0.522342384786181,0.507275523526629,0.524480105478098,0.541238552682417
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Residential","EJ/yr",2.11258531625779,2.08795516139087,1.8560371634409,1.79505452561008,1.69050770168508,1.5232096210531,1.44396889328944,1.4298768216552,1.43754446584976,1.39486544451054
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Residential and Commercial","EJ/yr",4.98937675549745,4.57180593650887,4.28736922882888,4.17646951927645,4.03813076537691,3.82568763480626,3.61689494052017,3.46790081019019,3.41770036699036,3.26636835391087
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Solar","EJ/yr",0.0329950149024495,0.0272963407143433,0.010972875648299,0.00240145111931544,0.00570824467596504,0.0183754326583426,0.0202481040155465,0.0194371519873352,0.0205672436531802,0.0181333677088652
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Solids","EJ/yr",2.00902916778155,1.8813713796523,1.93900831622881,1.97060024711927,1.97710345947263,1.97757696586615,1.74708510991394,1.50696230323556,1.32408139747907,1.15058891573185
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Solids|Biomass","EJ/yr",0.107142195271983,0.111348222538744,0.0907067354508025,0.0911834571153057,0.0913074611535504,0.0896975020073829,0.0952625479657525,0.089017061354666,0.0812225540816208,0.0749235431262582
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Solids|Biomass|Traditional","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Solids|Coal","EJ/yr",1.90188697250957,1.77002315711356,1.84830158077801,1.87941679000396,1.88579599831907,1.88787946385876,1.65182256194819,1.41794524188089,1.24285884339745,1.0756653726056
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Final Energy|Transportation","EJ/yr",3.35899921170168,3.12103100726348,3.03415611948944,3.04109111991877,3.00789114932304,2.78361578131167,2.46425837204046,2.18261420363603,1.9479704442418,1.76794723528469
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","GDP|MER","billion US$2005/yr",4571.867,4619.32478203538,4830.58488592616,5322.43041566673,5887.81373711033,6405.58539593361,6956.48474112608,7433.61110161841,7884.01795105502,8285.22880788884
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Policy Cost|Additional Total Energy System Cost","billion US$2005/yr",0,0,11.1448837981638,36.1288725533126,10.2489647959486,67.4983095058092,111.888129634452,78.3556369110917,89.4446202260453,136.23973800097
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Population","million",127.766,128.058,126.5973,124.09993,120.65882,116.61766,112.12357,107.27585,102.21044,97.07578
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Price|Carbon","US$2005/t CO2",0,0,0,54.8994002460772,109.798800492154,164.698200738231,150.86066717867,137.023133619109,137.023133619109,137.023133619109
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Price|Primary Energy|Coal","US$2005/GJ",2.82827428992932,3.82197379608178,4.09941126915938,4.93214385884481,5.12747628889807,5.27397561143802,5.37164182646465,5.46930804149128,5.56697425651791,5.66464047154454
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Price|Primary Energy|Gas","US$2005/GJ",6.85389834130593,9.2176162713532,15.602908519996,13.6337705143887,13.7284494762941,13.8231284381996,14.2018442858215,14.4858811715379,14.8645970191599,15.0539549429708
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Price|Primary Energy|Oil","US$2005/GJ",10.41855694549,11.9033248283197,16.5825605389733,19.1780862777967,20.2054837569644,21.0616483229375,21.9178128889105,22.602744541689,23.1164432812728,23.458909107662
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy","EJ/yr",19.8246674322726,19.2204842852906,18.9563690437545,17.8243364945944,17.2737356664828,16.2952094043753,14.639478368778,13.2369587049924,12.4659081487849,11.8636182067133
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Biomass","EJ/yr",0.230826363746299,0.34688652160621,0.192561729188633,0.182797158534369,0.292540175654231,0.290533004346835,0.281771639395007,0.178632309330988,0.12785149538962,0.116929150372035
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Biomass|w/o CCS","EJ/yr",0.230826363746299,0.34688652160621,0.192561729188633,0.182797158534369,0.292540175654231,0.290533004346835,0.281771639395007,0.178632309330988,0.12785149538962,0.116929150372035
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Coal","EJ/yr",4.6442877063117,4.85697192179116,4.76300589905946,4.77134359517783,4.67880524388495,4.15047852870865,3.37512785015249,2.74866666486012,2.69040929843428,2.66580949438192
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0.172568561847063,0.312727226765998,0.699864373708809,1.13326161423186
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Coal|w/o CCS","EJ/yr",4.6442877063117,4.85697192179116,4.76300589905946,4.77134359517783,4.67880524388495,4.15047852870865,3.20255928830543,2.43593943809412,1.99054492472547,1.53254788015006
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Gas","EJ/yr",3.05446696145257,3.81927691754337,4.32807809556865,3.39569529973814,3.29654156058844,3.31857520678646,2.83922650548598,2.54134383915865,2.06667816446052,1.86021605898371
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0.0679584598907513,0.241538644458114,0.33671394209615,0.432411837069025
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Gas|w/o CCS","EJ/yr",3.05446696145257,3.81927691754337,4.32807809556865,3.39569529973814,3.29654156058844,3.31857520678646,2.77126804559522,2.29980519470053,1.72996422236437,1.42780422191468
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Geothermal","EJ/yr",0.0112691037668817,0.00905320877557344,0.01260106555104,0.01125300806064,0.0294365150048411,0.0438127888065016,0.0640620825412939,0.0843113779504713,0.103288524227969,0.120993522961755
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Hydro","EJ/yr",0.267149247283006,0.281215795724169,0.355957033624888,0.355957033624888,0.40975135341192,0.438837463863776,0.459108905157119,0.459108905157119,0.459108905157119,0.459108905157119
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.295216728200034,0.311895591043429,0.407273321835589,0.504747391229168,0.641024867512898,0.79653647250048,1.12695755049825,1.46864860688328,1.83724499599565,2.16819386761507
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Nuclear","EJ/yr",1.06466249887099,0.985937101492745,0.183527254232735,0.76620774392208,0.8478581414184,0.86886529151328,0.87940799388144,0.8659666710648,0.8659666710648,0.6889223399832
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Ocean","EJ/yr",0,0,0,0,0,0,0.0300467773621941,0.0604778893562834,0.0881027071513756,0.110839881068454
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Oil","EJ/yr",10.1617151162386,8.37861857543688,8.50690397931599,7.62231112969166,6.91356036984198,6.26417125958251,5.53859849907631,4.86148022712099,4.29848174027188,3.77442524252149
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Oil|w/o CCS","EJ/yr",10.1617151162386,8.37861857543688,8.50690397931599,7.62231112969166,6.91356036984198,6.26417125958251,5.53859849907631,4.86148022712099,4.29848174027188,3.77442524252149
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Other","EJ/yr",0.373492057452368,0.520897656376776,0.575018764553434,0.581234176301182,0.603405307581947,0.606049640937127,0.598388330288555,0.572220386573584,0.579275783168185,0.589122052855907
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Solar","EJ/yr",0.0106804232950323,0.00807564028988981,0.0178786545432676,0.100062732379254,0.135693948413385,0.203554021849095,0.282853414911976,0.404545060576589,0.561966353097097,0.696266798440344
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Primary Energy|Wind","EJ/yr",0.00611795385511391,0.013550946253797,0.0208365681163939,0.0374746171643863,0.0661430506827528,0.110332197981107,0.290886370525663,0.460205373842819,0.624778506362086,0.780984759987399
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity","PWh/yr",0.97895636,0.9979,0.96304631037134,0.97308021863816,0.97966606088805,0.98126485214194,0.99833251947847,1.04138181589914,1.12405789892749,1.19047229582098
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",0,0,0.00139048004369,0.00095305870574,0.00607850545733,0.00607849332724,0.0057915832276,0.0017504587468,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass|w/o CCS","PWh/yr",0,0,0.00139048004369,0.00095305870574,0.00607850545733,0.00607849332724,0.0057915832276,0.0017504587468,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.25294267,0.2511,0.27045433520524,0.26983028703632,0.26454381459602,0.21562144029298,0.16813585630984,0.1389127075781,0.16274446367335,0.18621914216899
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0,0,0.01534747510649,0.03923745009786,0.07677111373214,0.11704515944177
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.25294267,0.2511,0.27045433520524,0.26983028703632,0.26454381459602,0.21562144029298,0.15278838120335,0.09967525748024,0.08597334994121,0.06917398272722
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.233871117,0.2945,0.417610338891,0.30843921135711,0.29636924729411,0.30905800772041,0.28084394235843,0.26623007998777,0.22429965363677,0.22173318006862
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0,0.01491262127712,0.04053639854092,0.05625194505113,0.06831518957925
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.233871117,0.2945,0.417610338891,0.30843921135711,0.29636924729411,0.30905800772041,0.26593132108131,0.22569368144685,0.16804770858564,0.15341799048937
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0,0,0.00311424156725,0.00278108112079,0.00727497355027,0.01082794223698,0.01583237558217,0.02083680891573,0.02552684230702,0.02990248525775
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.071377228,0.0773,0.09868542196982,0.09868542196982,0.11362876388031,0.12170849727291,0.12733963304377,0.12733963304377,0.12733963304377,0.12733967360921
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.18738803,0.1641,0.21505474482941,0.15126265706429,0.13077616142616,0.13337621817773,0.14323341303721,0.14835672839359,0.15364847259659,0.15873160041819
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.304754543,0.2882,0.04892650383692,0.20426322907825,0.22603036424815,0.23163068244959,0.23444123524642,0.23085793619425,0.23085793619425,0.18365976081907
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Ocean","PWh/yr",0,0,0,0,0,0,0.00834668458633,0.01680013323557,0.02447402260102,0.03079023405866
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.107225619,0.0753,0.11325508129234,0.04979615397368,0.00987242399558,0.00083977866784,6.140441127e-05,0.00018028643409,0.0007819972458,0.00148944155123
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.008785183,0.0115,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0,0,0.00382190542382,0.02792212470584,0.0374949184521,0.05485227106213,0.07673799592317,0.11063863138123,0.15448324980619,0.19239761286101
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar|CSP","PWh/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",0,0,0.00382190542382,0.02792212470584,0.0374949184521,0.05485227106213,0.07673799592317,0.11063863138123,0.15448324980619,0.19239761286101
"AIM/Enduse[Japan]","NDC&2050-60%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0,0,0.00578800214126,0.01040965069061,0.01837304941418,0.03064773911186,0.08080180878947,0.12783514038183,0.17355010041932,0.21694076542644
